ID,FECHA_UTC,HORA_UTC,FECHA_CORTE,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,EPICENTRO,DEPARTAMENTO
6900,19961017,160230,20223006,-14.65,-74.1699,117,4.5,PERU,AYACUCHO
6901,19961018,135206,20223006,-12.9922,-74.5298,69,4.5,PERU,HUANCAVELICA
6902,19961019,065133,20223006,-8.708,-76.0859,78,5.2,PERU,HUANUCO
6903,19961023,194541,20223006,-8.446,-74.4656,152,4.8,PERU,UCAYALI
6904,19961024,101757,20223006,-3.7326,-76.7483,57,4.5,PERU,LORETO
6905,19961025,195939,20223006,-18.0473,-70.8436,57,5.9,OCEANO,MAR
6906,19961026,112056,20223006,-14.5263,-75.9288,50,4.5,PERU,ICA
6907,19961026,123158,20223006,-11.951,-75.4983,116,4.6,PERU,JUNIN
6908,19961027,024354,20223006,-12.3444,-76.9708,74,4.9,OCEANO,MAR
6909,19961027,202831,20223006,-12.4918,-76.7602,54,4.5,PERU,LIMA
6910,19961029,203358,20223006,-15.7146,-72.0685,76,4.9,PERU,AREQUIPA
6911,19961029,233158,20223006,-5.1547,-78.5705,50,4.5,PERU,AMAZONAS
6912,19961101,001701,20223006,-15.1035,-75.9704,34,4.6,OCEANO,MAR
6913,19961101,205433,20223006,-15.578,-71.4453,122,4.9,PERU,AREQUIPA
6914,19961105,180032,20223006,-15.8347,-73.5278,76,4.6,PERU,AREQUIPA
6915,19961111,185521,20223006,-16.3588,-74.293,28,5.1,OCEANO,MAR
6916,19961112,112133,20223006,-17.5157,-70.7241,95,5,PERU,TACNA
6917,19961112,165940,20223006,-15.2137,-75.9367,20,7.7,OCEANO,MAR
6918,19961112,171000,20223006,-14.935,-75.609,33,5.7,OCEANO,MAR
6919,19961112,171616,20223006,-15.111,-75.069,33,5.2,PERU,ICA
6920,19961112,172040,20223006,-12.815,-75.818,65,4.9,PERU,LIMA
6921,19961112,172612,20223006,-16.503,-75.851,98,4.9,OCEANO,MAR
6922,19961112,173529,20223006,-15.039,-75.859,35,4.8,OCEANO,MAR
6923,19961112,173927,20223006,-14.819,-75.555,33,5.3,PERU,ICA
6924,19961112,180048,20223006,-16.1936,-75.2383,23,4.7,OCEANO,MAR
6925,19961112,180712,20223006,-15.2487,-75.9054,8,4.6,OCEANO,MAR
6926,19961112,181730,20223006,-15.4293,-75.1669,8,5.5,OCEANO,MAR
6927,19961112,182129,20223006,-15.6942,-74.8893,21,4.8,OCEANO,MAR
6928,19961112,182653,20223006,-15.7311,-75.2013,18,5.1,OCEANO,MAR
6929,19961112,183107,20223006,-15.5897,-75.9118,13,5,OCEANO,MAR
6930,19961112,184208,20223006,-15.4802,-75.6371,31,5.1,OCEANO,MAR
6931,19961112,190348,20223006,-16.0401,-75.2165,14,5.3,OCEANO,MAR
6932,19961112,190531,20223006,-15.2684,-75.8062,30,5,OCEANO,MAR
6933,19961112,190951,20223006,-15.3307,-75.0462,19,4.7,PERU,ICA
6934,19961112,194635,20223006,-15.343,-75.351,35,4.7,OCEANO,MAR
6935,19961112,195003,20223006,-14.889,-75.653,33,4,OCEANO,MAR
6936,19961112,200744,20223006,-15.0928,-75.8564,39,5.3,OCEANO,MAR
6937,19961112,200929,20223006,-16.177,-76.928,15,4.9,OCEANO,MAR
6938,19961112,201323,20223006,-15.9672,-75.421,36,4.8,OCEANO,MAR
6939,19961112,202213,20223006,-15.9271,-75.7313,10,4.6,OCEANO,MAR
6940,19961112,204218,20223006,-16.0327,-75.7533,33,4.7,OCEANO,MAR
6941,19961112,204741,20223006,-15.4257,-75.8883,26,5.1,OCEANO,MAR
6942,19961112,212344,20223006,-15.6797,-75.6842,31,4.8,OCEANO,MAR
6943,19961112,213524,20223006,-15.9628,-75.0953,12,5.1,OCEANO,MAR
6944,19961112,214353,20223006,-15.5737,-75.6985,18,5.5,OCEANO,MAR
6945,19961112,220142,20223006,-15.4844,-74.9163,13,4.8,PERU,AREQUIPA
6946,19961112,221430,20223006,-15.157,-75.754,33,4.4,OCEANO,MAR
6947,19961112,223327,20223006,-16.2662,-74.7308,25,4.7,OCEANO,MAR
6948,19961112,232713,20223006,-15.0276,-75.3213,40,4.6,PERU,ICA
6949,19961112,233503,20223006,-15.6774,-75.475,29,5.8,OCEANO,MAR
6950,19961112,234325,20223006,-15.085,-75.7811,27,4.9,OCEANO,MAR
6951,19961113,000647,20223006,-15.229,-75.949,33,4.5,OCEANO,MAR
6952,19961113,002803,20223006,-16.2109,-75.5354,29,5.5,OCEANO,MAR
6953,19961113,004048,20223006,-15.345,-75.436,33,4.5,OCEANO,MAR
6954,19961113,015945,20223006,-15.2007,-75.5837,39,4.8,OCEANO,MAR
6955,19961113,021630,20223006,-15.657,-75.8915,25,5,OCEANO,MAR
6956,19961113,022453,20223006,-15.0084,-75.5725,9,5.4,OCEANO,MAR
6957,19961113,023837,20223006,-16.6608,-75.0417,29,5.3,OCEANO,MAR
6958,19961113,024136,20223006,-15.0972,-75.5312,43,6.2,OCEANO,MAR
6959,19961113,024724,20223006,-15.6609,-75.3575,32,5.4,OCEANO,MAR
6960,19961113,044333,20223006,-16.1958,-74.959,16,5.5,OCEANO,MAR
6961,19961113,045350,20223006,-15.8422,-75.6186,21,4.7,OCEANO,MAR
6962,19961113,050335,20223006,-14.9768,-75.7361,34,5.3,OCEANO,MAR
6963,19961113,053046,20223006,-15.1029,-74.5084,18,4.5,PERU,AYACUCHO
6964,19961113,064253,20223006,-15.6107,-75.0761,12,4.7,OCEANO,MAR
6965,19961113,064640,20223006,-16.2353,-75.4195,25,4.9,OCEANO,MAR
6966,19961113,064856,20223006,-15.2778,-75.1068,22,4.8,PERU,ICA
6967,19961113,074903,20223006,-16.1269,-75.7717,22,4.5,OCEANO,MAR
6968,19961113,075654,20223006,-15.9267,-75.4557,28,4.9,OCEANO,MAR
6969,19961113,081423,20223006,-15.993,-74.9847,36,4.6,OCEANO,MAR
6970,19961113,085739,20223006,-15.0875,-75.4758,20,4.9,OCEANO,MAR
6971,19961113,090806,20223006,-15.2171,-75.9921,36,4.6,OCEANO,MAR
6972,19961113,093818,20223006,-16.114,-75.0838,29,5.1,OCEANO,MAR
6973,19961113,095213,20223006,-14.974,-75.5234,35,5.5,OCEANO,MAR
6974,19961113,100803,20223006,-15.5688,-75.8588,27,5.1,OCEANO,MAR
6975,19961113,101405,20223006,-15.6762,-76.1157,16,5.3,OCEANO,MAR
6976,19961113,101801,20223006,-15.2235,-75.7415,29,5,OCEANO,MAR
6977,19961113,103550,20223006,-15.2592,-75.5635,29,4.5,OCEANO,MAR
6978,19961113,104209,20223006,-15.4938,-75.9674,29,4.6,OCEANO,MAR
6979,19961113,105651,20223006,-14.9763,-75.6757,36,4.9,OCEANO,MAR
6980,19961113,110548,20223006,-16.0661,-75.6795,34,4.9,OCEANO,MAR
6981,19961113,111656,20223006,-15.635,-75.9004,11,4.8,OCEANO,MAR
6982,19961113,114615,20223006,-15.979,-75.7025,28,4.6,OCEANO,MAR
6983,19961113,121945,20223006,-15.3046,-75.2978,32,4.9,OCEANO,MAR
6984,19961113,123209,20223006,-15.5571,-75.6012,45,6.2,OCEANO,MAR
6985,19961113,131819,20223006,-15.403,-76.209,76,4.7,OCEANO,MAR
6986,19961113,160558,20223006,-15.7961,-75.539,34,4.7,OCEANO,MAR
6987,19961113,174452,20223006,-15.7916,-75.5068,11,4.9,OCEANO,MAR
6988,19961113,181534,20223006,-14.9564,-75.644,13,4.7,OCEANO,MAR
6989,19961113,183622,20223006,-15.238,-75.4401,18,4.8,OCEANO,MAR
6990,19961113,211914,20223006,-15.2944,-75.5814,38,4.9,OCEANO,MAR
6991,19961113,221540,20223006,-15.1113,-76.2051,13,4.6,OCEANO,MAR
6992,19961113,232541,20223006,-14.6856,-76.2723,35,4.6,OCEANO,MAR
6993,19961114,022659,20223006,-14.9386,-76.0916,16,4.5,OCEANO,MAR
6994,19961114,023706,20223006,-14.9568,-75.5966,29,5.8,OCEANO,MAR
6995,19961114,023839,20223006,-16.479,-75.3336,19,5.3,OCEANO,MAR
6996,19961114,025130,20223006,-15.6423,-75.6952,34,4.9,OCEANO,MAR
6997,19961114,065012,20223006,-14.6917,-76.1532,17,5.2,OCEANO,MAR
6998,19961114,071205,20223006,-15.1454,-75.9931,15,4.5,OCEANO,MAR
6999,19961114,073646,20223006,-14.9778,-75.4937,23,4.5,OCEANO,MAR
7000,19961114,074809,20223006,-15.3232,-75.4876,15,4.5,OCEANO,MAR
7001,19961114,083825,20223006,-14.8859,-76.2292,29,4.7,OCEANO,MAR
7002,19961114,093553,20223006,-15.8613,-75.8252,8,4.9,OCEANO,MAR
7003,19961114,095758,20223006,-15.1533,-75.7631,9,5.1,OCEANO,MAR
7004,19961114,101950,20223006,-14.7962,-75.9377,36,4.5,OCEANO,MAR
7005,19961114,103614,20223006,-15.1513,-75.603,23,4.5,OCEANO,MAR
7006,19961114,114407,20223006,-14.802,-75.746,33,5.7,OCEANO,MAR
7007,19961114,115314,20223006,-14.781,-76.197,33,4.4,OCEANO,MAR
7008,19961114,125402,20223006,-15.321,-75.47,33,5.6,OCEANO,MAR
7009,19961114,152524,20223006,-15.406,-75.607,33,4.6,OCEANO,MAR
7010,19961114,211908,20223006,-15.2821,-75.4728,38,4.6,OCEANO,MAR
7011,19961115,003100,20223006,-15.7712,-75.066,19,4.5,OCEANO,MAR
7012,19961115,013026,20223006,-15.5441,-75.36,33,4.6,OCEANO,MAR
7013,19961115,020825,20223006,-15.4695,-75.8709,34,4.6,OCEANO,MAR
7014,19961115,030711,20223006,-15.1975,-75.9224,15,4.5,OCEANO,MAR
7015,19961115,040745,20223006,-15.1534,-75.9014,13,4.7,OCEANO,MAR
7016,19961115,045110,20223006,-15.1727,-75.6993,25,4.7,OCEANO,MAR
7017,19961115,062447,20223006,-15.492,-75.9958,9,4.6,OCEANO,MAR
7018,19961115,070820,20223006,-14.8625,-76.2049,11,4.5,OCEANO,MAR
7019,19961115,084921,20223006,-15.4817,-76.3884,23,6,OCEANO,MAR
7020,19961115,093617,20223006,-15.1325,-75.9165,32,4.5,OCEANO,MAR
7021,19961115,111316,20223006,-15.2715,-75.3422,20,4.6,OCEANO,MAR
7022,19961115,130956,20223006,-15.4547,-75.2843,28,5.3,OCEANO,MAR
7023,19961115,133148,20223006,-16.0969,-75.1707,21,4.6,OCEANO,MAR
7024,19961115,133457,20223006,-15.0098,-75.2471,12,4.5,PERU,ICA
7025,19961115,134049,20223006,-15.1267,-76.0592,12,4.9,OCEANO,MAR
7026,19961115,144152,20223006,-14.9295,-75.8732,36,4.6,OCEANO,MAR
7027,19961115,151935,20223006,-15.9592,-75.1322,38,4.9,OCEANO,MAR
7028,19961115,160350,20223006,-14.8197,-75.9223,44,4.5,OCEANO,MAR
7029,19961115,193400,20223006,-15.1554,-75.9317,8,4.6,OCEANO,MAR
7030,19961115,203336,20223006,-9.5831,-74.7078,138,4.9,PERU,PASCO
7031,19961115,234615,20223006,-15.3088,-75.924,16,4.6,OCEANO,MAR
7032,19961116,030222,20223006,-15.4145,-75.7771,29,4.5,OCEANO,MAR
7033,19961116,033012,20223006,-15.0988,-76.077,17,4.8,OCEANO,MAR
7034,19961116,051954,20223006,-15.8891,-75.4005,31,5.1,OCEANO,MAR
7035,19961116,052718,20223006,-15.7657,-75.3409,10,5.3,OCEANO,MAR
7036,19961116,153529,20223006,-15.6232,-75.9314,29,4.8,OCEANO,MAR
7037,19961116,192837,20223006,-15.3215,-75.611,6,4.8,OCEANO,MAR
7038,19961116,202610,20223006,-15.8116,-75.5659,12,4.7,OCEANO,MAR
7039,19961117,032232,20223006,-15.0427,-76.1538,30,4.6,OCEANO,MAR
7040,19961117,064119,20223006,-15.711,-75.1926,13,4.8,OCEANO,MAR
7041,19961117,123136,20223006,-14.9341,-76.0369,39,4.6,OCEANO,MAR
7042,19961117,163209,20223006,-15.3549,-75.7693,24,4.8,OCEANO,MAR
7043,19961117,163705,20223006,-15.3495,-75.9048,13,4.7,OCEANO,MAR
7044,19961117,163936,20223006,-15.3989,-75.641,28,4.9,OCEANO,MAR
7045,19961117,182400,20223006,-16.1298,-75.5991,15,4.5,OCEANO,MAR
7046,19961117,202855,20223006,-14.7344,-76.3653,8,4.7,OCEANO,MAR
7047,19961118,021726,20223006,-15.023,-75.7047,27,4.5,OCEANO,MAR
7048,19961118,045936,20223006,-15.2165,-75.988,12,4.5,OCEANO,MAR
7049,19961118,061637,20223006,-16.0109,-75.5987,37,4.5,OCEANO,MAR
7050,19961118,065908,20223006,-15.5203,-75.7601,20,4.8,OCEANO,MAR
7051,19961118,070520,20223006,-14.765,-76.2349,16,4.5,OCEANO,MAR
7052,19961118,093811,20223006,-16.2153,-75.3964,21,4.9,OCEANO,MAR
7053,19961118,123831,20223006,-14.9955,-75.6232,30,4.5,OCEANO,MAR
7054,19961118,150756,20223006,-15.1149,-75.606,24,5.3,OCEANO,MAR
7055,19961118,161631,20223006,-15.4033,-75.7089,11,4.7,OCEANO,MAR
7056,19961118,163431,20223006,-3.8988,-80.7201,28,4.5,PERU,TUMBES
7057,19961119,041858,20223006,-15.0536,-75.5969,40,4.5,OCEANO,MAR
7058,19961119,211538,20223006,-15.6617,-75.704,28,4.9,OCEANO,MAR
7059,19961119,235109,20223006,-14.9189,-75.9431,13,4.5,OCEANO,MAR
7060,19961120,000423,20223006,-15.4704,-75.6147,16,4.7,OCEANO,MAR
7061,19961120,015245,20223006,-15.6942,-75.7416,14,4.6,OCEANO,MAR
7062,19961120,043453,20223006,-15.4624,-75.572,12,4.5,OCEANO,MAR
7063,19961120,052107,20223006,-15.371,-75.9758,13,4.7,OCEANO,MAR
7064,19961120,084412,20223006,-15.6937,-75.9441,9,4.7,OCEANO,MAR
7065,19961120,191749,20223006,-11.9114,-75.6123,116,4.5,PERU,JUNIN
7066,19961120,203027,20223006,-15.6603,-74.5746,45,4.7,PERU,AREQUIPA
7067,19961121,020614,20223006,-15.2494,-76.141,6,4.8,OCEANO,MAR
7068,19961121,062219,20223006,-15.1266,-75.9757,30,4.5,OCEANO,MAR
7069,19961121,072722,20223006,-15.0344,-75.3627,25,5.2,PERU,ICA
7070,19961121,102054,20223006,-15.2945,-75.6082,28,4.9,OCEANO,MAR
7071,19961121,123836,20223006,-15.8851,-75.1079,30,5.1,OCEANO,MAR
7072,19961121,174635,20223006,-11.3606,-73.9184,149,5.1,PERU,JUNIN
7073,19961121,203401,20223006,-13.8637,-76.527,28,4.5,OCEANO,MAR
7074,19961122,011726,20223006,-15.2418,-75.8303,28,4.5,OCEANO,MAR
7075,19961122,014433,20223006,-15.2552,-76.1488,16,4.6,OCEANO,MAR
7076,19961122,151613,20223006,-15.71,-75.9237,20,4.5,OCEANO,MAR
7077,19961122,153832,20223006,-7.594,-74.6536,179,5.2,PERU,LORETO
7078,19961122,162434,20223006,-15.6971,-75.0651,30,4.9,OCEANO,MAR
7079,19961123,161155,20223006,-15.4371,-75.5447,36,5.1,OCEANO,MAR
7080,19961123,202123,20223006,-15.3053,-75.5394,39,4.5,OCEANO,MAR
7081,19961124,012459,20223006,-15.0888,-75.1993,8,4.6,PERU,ICA
7082,19961124,102554,20223006,-12.4674,-77.1327,45,4.7,OCEANO,MAR
7083,19961124,143653,20223006,-14.9759,-75.8617,28,4.5,OCEANO,MAR
7084,19961124,200758,20223006,-15.6507,-75.9629,10,4.9,OCEANO,MAR
7085,19961125,043321,20223006,-16.182,-70.983,151,4.5,PERU,AREQUIPA
7086,19961125,054359,20223006,-15.3595,-76.1126,5,4.9,OCEANO,MAR
7087,19961125,101010,20223006,-8.4265,-80.0963,8,4.5,OCEANO,MAR
7088,19961125,124802,20223006,-12.3477,-77.5675,48,4.6,OCEANO,MAR
7089,19961125,195503,20223006,-14.7959,-76.2241,23,4.5,OCEANO,MAR
7090,19961126,091941,20223006,-15.4764,-75.7031,16,4.6,OCEANO,MAR
7091,19961126,213005,20223006,-13.35,-73.8729,146,4.9,PERU,AYACUCHO
7092,19961127,064815,20223006,-15.53,-76.1347,27,4.9,OCEANO,MAR
7093,19961127,125104,20223006,-4.1359,-80.3667,47,4.5,ECUADOR,ECUADOR
7094,19961127,234500,20223006,-15.6084,-75.8842,25,5.6,OCEANO,MAR
7095,19961128,105554,20223006,-15.9578,-75.628,32,4.9,OCEANO,MAR
7096,19961129,115001,20223006,-16.23,-72.7424,107,4.9,PERU,AREQUIPA
7097,19961129,235725,20223006,-9.0367,-79.6728,35,4.5,OCEANO,MAR
7098,19961130,170124,20223006,-15.0684,-75.1492,20,4.7,PERU,ICA
7099,19961130,170915,20223006,-10.3327,-78.7745,62,4.7,OCEANO,MAR
7100,19961201,001739,20223006,-15.2733,-75.7814,17,5.7,OCEANO,MAR
7101,19961201,014252,20223006,-14.3426,-76.9506,11,4.9,OCEANO,MAR
7102,19961205,102213,20223006,-8.9201,-78.7164,56,4.7,OCEANO,MAR
7103,19961205,160401,20223006,-6.5292,-80.895,25,4.6,OCEANO,MAR
7104,19961205,232722,20223006,-15.2189,-76.2529,9,4.6,OCEANO,MAR
7105,19961206,121958,20223006,-15.1701,-76.1713,16,4.9,OCEANO,MAR
7106,19961206,225026,20223006,-4.5651,-80.9642,20,4.7,PERU,PIURA
7107,19961207,074130,20223006,-15.6,-75.8303,18,4.8,OCEANO,MAR
7108,19961207,084654,20223006,-15.4417,-75.1431,35,4.5,OCEANO,MAR
7109,19961207,142515,20223006,-15.4746,-74.1262,63,4.5,PERU,AREQUIPA
7110,19961208,091538,20223006,-17.5079,-73.182,50,4.7,OCEANO,MAR
7111,19961209,072710,20223006,-12.7828,-77.3174,25,4.5,OCEANO,MAR
7112,19961209,110153,20223006,-5.79,-76.088,33,4.2,PERU,LORETO
7113,19961209,120053,20223006,-15.9768,-74.5528,7,4.7,OCEANO,MAR
7114,19961209,211135,20223006,-14.579,-75.3129,31,4.5,PERU,ICA
7115,19961209,211202,20223006,-10.4673,-75.6126,16,4.8,PERU,PASCO
7116,19961210,093643,20223006,-15.3287,-75.8115,17,4.7,OCEANO,MAR
7117,19961212,004331,20223006,-15.2612,-75.7699,24,4.6,OCEANO,MAR
7118,19961214,221814,20223006,-5.0592,-80.0734,96,5.1,PERU,PIURA
7119,19961217,044027,20223006,-15.6829,-75.8211,13,4.6,OCEANO,MAR
7120,19961218,131338,20223006,-10.6692,-75.0851,7,4.6,PERU,PASCO
7121,19961218,171410,20223006,-15.7127,-75.2612,35,4.5,OCEANO,MAR
7122,19961219,053546,20223006,-15.6992,-75.5142,20,4.6,OCEANO,MAR
7123,19961219,175052,20223006,-5.3374,-81.0997,13,4.5,OCEANO,MAR
7124,19961219,223840,20223006,-15.3592,-75.8975,28,4.9,OCEANO,MAR
7125,19961220,061155,20223006,-15.8396,-75.5076,31,4.5,OCEANO,MAR
7126,19961221,184235,20223006,-5.3764,-77.927,31,4.5,PERU,AMAZONAS
7127,19961223,100640,20223006,-15.372,-75.6986,36,4.6,OCEANO,MAR
7128,19961223,114514,20223006,-16.1335,-72.1241,81,4.5,PERU,AREQUIPA
7129,19961224,233016,20223006,-16.2752,-75.0845,40,5.4,OCEANO,MAR
7130,19961225,185622,20223006,-14.9585,-75.9007,18,4.5,OCEANO,MAR
7131,19961227,125031,20223006,-11.4871,-74.7488,131,4.5,PERU,JUNIN
7132,19961227,150854,20223006,-5.7446,-77.0186,52,5.3,PERU,SAN MARTIN
7133,19961228,162205,20223006,-15.009,-75.9629,13,5.2,OCEANO,MAR
7134,19961228,183911,20223006,-15.374,-75.8298,27,4.7,OCEANO,MAR
7135,19970101,052754,20223006,-15.6071,-75.5177,35,4.9,OCEANO,MAR
7136,19970101,112538,20223006,-15.2807,-75.6211,40,4.7,OCEANO,MAR
7137,19970101,114446,20223006,-15.2078,-75.7004,34,4.5,OCEANO,MAR
7138,19970101,142454,20223006,-2.4956,-77.5954,152,4.6,ECUADOR,ECUADOR
7139,19970102,075055,20223006,-4.93,-79.8045,10,4.5,PERU,PIURA
7140,19970104,102342,20223006,-3.8577,-80.5472,60,4.5,PERU,TUMBES
7141,19970104,201703,20223006,-8.3489,-80.0745,16,4.7,OCEANO,MAR
7142,19970105,103247,20223006,-16.3414,-73.6765,57,4.9,OCEANO,MAR
7143,19970105,114035,20223006,-2.6855,-77.5463,149,4.6,ECUADOR,ECUADOR
7144,19970106,005954,20223006,-12.5291,-77.0149,42,4.6,OCEANO,MAR
7145,19970106,104615,20223006,-12.639,-75.6158,133,4.6,PERU,LIMA
7146,19970106,164247,20223006,-4.9554,-80.2369,42,4.7,PERU,PIURA
7147,19970107,021230,20223006,-5.9079,-77.1733,29,5.3,PERU,SAN MARTIN
7148,19970108,021257,20223006,-6.0059,-77.2903,29,4.8,PERU,SAN MARTIN
7149,19970108,110012,20223006,-5.8155,-78.5342,21,4.5,PERU,AMAZONAS
7150,19970108,151641,20223006,-10.1426,-80.2804,6,4.8,OCEANO,MAR
7151,19970109,000306,20223006,-2.6863,-80.9325,15,4.5,OCEANO,MAR
7152,19970109,060306,20223006,-2.6863,-80.9325,15,4.5,OCEANO,MAR
7153,19970110,054936,20223006,-10.2678,-75.7734,84,4.5,PERU,PASCO
7154,19970110,081841,20223006,-5.847,-78.5649,18,4.5,PERU,AMAZONAS
7155,19970110,114748,20223006,-5.8416,-81.1858,31,5.1,OCEANO,MAR
7156,19970113,001212,20223006,-9.7084,-78.6502,56,4.5,OCEANO,MAR
7157,19970113,010012,20223006,-9.0382,-74.7917,132,5.3,PERU,HUANUCO
7158,19970113,162655,20223006,-4.748,-80.9286,28,4.5,PERU,PIURA
7159,19970113,210411,20223006,-14.8545,-75.5593,40,4.7,PERU,ICA
7160,19970114,060417,20223006,-9.0924,-79.0194,38,4.5,OCEANO,MAR
7161,19970114,084651,20223006,-17.219,-69.324,100,4.3,BOLIVIA,BOLIVIA
7162,19970115,040629,20223006,-16.1786,-75.0266,22,4.6,OCEANO,MAR
7163,19970115,061717,20223006,-14.8681,-75.5705,42,4.5,PERU,ICA
7164,19970115,204239,20223006,-15.0753,-75.5457,37,4.9,OCEANO,MAR
7165,19970116,075859,20223006,-8.7279,-75.0196,157,4.6,PERU,UCAYALI
7166,19970117,142143,20223006,-14.9774,-75.7294,43,4.5,OCEANO,MAR
7167,19970118,053529,20223006,-5.2397,-76.4614,153,4.5,PERU,LORETO
7168,19970119,005831,20223006,-14.4947,-76.1634,38,4.7,OCEANO,MAR
7169,19970119,204320,20223006,-13.1204,-77.0976,45,5,OCEANO,MAR
7170,19970120,001754,20223006,-16.2206,-75.0672,28,4.7,OCEANO,MAR
7171,19970120,081401,20223006,-17.363,-69.451,173,4.4,BOLIVIA,BOLIVIA
7172,19970121,095042,20223006,-15.3416,-75.7999,22,4.8,OCEANO,MAR
7173,19970121,105832,20223006,-5.4178,-77.2746,155,4.5,PERU,LORETO
7174,19970121,173126,20223006,-15.2432,-75.788,30,4.6,OCEANO,MAR
7175,19970122,221601,20223006,-15.5554,-75.8259,21,4.6,OCEANO,MAR
7176,19970123,080908,20223006,-3.8978,-80.3324,58,4.5,PERU,TUMBES
7177,19970123,170156,20223006,-16.002,-70.038,200,4.2,PERU,PUNO
7178,19970124,064416,20223006,-2.4105,-81.8109,17,4.5,OCEANO,MAR
7179,19970125,050454,20223006,-3.888,-77.2418,149,4.5,PERU,LORETO
7180,19970126,084319,20223006,-14.1089,-75.8629,60,4.5,PERU,ICA
7181,19970127,072849,20223006,-13.4172,-75.1489,125,4.6,PERU,HUANCAVELICA
7182,19970128,014410,20223006,-13.1852,-76.4736,43,4.5,OCEANO,MAR
7183,19970129,032624,20223006,-15.5096,-75.6601,21,4.9,OCEANO,MAR
7184,19970130,022606,20223006,-5.0215,-78.29,151,4.5,PERU,AMAZONAS
7185,19970131,084558,20223006,-14.5694,-75.6547,43,4.6,PERU,ICA
7186,19970201,205907,20223006,-11.0943,-74.586,127,4.6,PERU,JUNIN
7187,19970201,233939,20223006,-12.5875,-76.922,53,4.5,OCEANO,MAR
7188,19970203,080625,20223006,-2.8344,-77.7917,158,4.5,ECUADOR,ECUADOR
7189,19970203,190124,20223006,-10.0739,-80.557,7,4.6,OCEANO,MAR
7190,19970204,192641,20223006,-15.517,-75.8207,16,4.9,OCEANO,MAR
7191,19970205,012743,20223006,-2.5696,-77.5121,162,4.5,ECUADOR,ECUADOR
7192,19970208,003008,20223006,-15.24,-75.7851,40,4.5,OCEANO,MAR
7193,19970208,004844,20223006,-3.3827,-76.7365,141,4.5,PERU,LORETO
7194,19970209,072341,20223006,-15.8959,-75.8956,12,5,OCEANO,MAR
7195,19970209,123230,20223006,-14.6608,-76.6174,16,6.2,OCEANO,MAR
7196,19970209,143915,20223006,-14.3553,-76.2692,32,4.9,OCEANO,MAR
7197,19970209,145053,20223006,-14.629,-76.4398,10,4.5,OCEANO,MAR
7198,19970209,145451,20223006,-14.239,-76.302,33,4.2,OCEANO,MAR
7199,19970209,145719,20223006,-14.602,-76.2855,32,5.3,OCEANO,MAR
7200,19970209,150050,20223006,-14.4573,-76.2761,23,4.6,OCEANO,MAR
7201,19970209,150913,20223006,-14.681,-76.5432,17,5.3,OCEANO,MAR
7202,19970209,151721,20223006,-14.6885,-76.5866,15,5.1,OCEANO,MAR
7203,19970209,154344,20223006,-14.592,-76.518,18,4.5,OCEANO,MAR
7204,19970209,155134,20223006,-14.652,-76.5762,18,5.4,OCEANO,MAR
7205,19970209,234210,20223006,-15.942,-73.2547,57,4.6,PERU,AREQUIPA
7206,19970209,234706,20223006,-14.4851,-76.1225,15,4.8,OCEANO,MAR
7207,19970210,002136,20223006,-14.5645,-76.6521,24,4.7,OCEANO,MAR
7208,19970210,040238,20223006,-14.5046,-76.347,5,4.6,OCEANO,MAR
7209,19970210,094018,20223006,-14.5255,-76.5047,9,4.6,OCEANO,MAR
7210,19970210,150158,20223006,-14.6142,-76.3373,14,4.5,OCEANO,MAR
7211,19970210,192450,20223006,-14.5922,-76.2851,17,4.9,OCEANO,MAR
7212,19970210,194235,20223006,-14.4792,-76.1148,42,4.6,OCEANO,MAR
7213,19970210,214125,20223006,-14.3735,-76.2693,44,4.5,OCEANO,MAR
7214,19970211,013226,20223006,-14.9933,-73.3353,136,5.1,PERU,AYACUCHO
7215,19970211,021834,20223006,-14.4327,-76.4235,6,4.5,OCEANO,MAR
7216,19970212,015258,20223006,-14.7188,-76.6085,15,5.1,OCEANO,MAR
7217,19970212,101803,20223006,-15.2207,-76.0523,6,4.6,OCEANO,MAR
7218,19970212,122828,20223006,-14.7168,-76.4425,32,5.1,OCEANO,MAR
7219,19970212,152352,20223006,-14.5003,-76.3808,19,4.7,OCEANO,MAR
7220,19970212,214950,20223006,-4.9341,-80.3071,10,4.5,PERU,PIURA
7221,19970212,215150,20223006,-4.9341,-80.3071,10,4.5,PERU,PIURA
7222,19970213,094723,20223006,-5.4345,-77.5051,152,4.5,PERU,LORETO
7223,19970213,125827,20223006,-8.3928,-74.5507,174,5.2,PERU,UCAYALI
7224,19970214,185630,20223006,-14.3846,-74.4096,96,4.6,PERU,AYACUCHO
7225,19970214,200951,20223006,-5.4749,-76.9069,153,4.5,PERU,LORETO
7226,19970215,033239,20223006,-14.6005,-76.5439,28,5,OCEANO,MAR
7227,19970215,035558,20223006,-15.3122,-76.1766,8,4.7,OCEANO,MAR
7228,19970215,083746,20223006,-14.4556,-76.6344,14,4.5,OCEANO,MAR
7229,19970215,112857,20223006,-3.4359,-81.1391,42,4.5,OCEANO,MAR
7230,19970215,163353,20223006,-14.4633,-76.3608,21,4.5,OCEANO,MAR
7231,19970216,032853,20223006,-5.1133,-77.5178,158,4.5,PERU,LORETO
7232,19970216,102257,20223006,-2.8437,-77.4573,157,4.5,ECUADOR,ECUADOR
