ID,FECHA_UTC,HORA_UTC,FECHA_CORTE,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,EPICENTRO,DEPARTAMENTO
13171,20100319,001826,20223006,-14.291,-74.5886,133,5.2,PERU,AYACUCHO
13172,20100322,010044,20223006,-16.0917,-69.6619,202,5.3,PERU,PUNO
13173,20100323,201925,20223006,-15.3244,-75.0052,82,5.6,PERU,ICA
13174,20100324,223533,20223006,-3.0419,-77.1746,60,4.9,PERU,LORETO
13175,20100327,123817,20223006,-6.4792,-80.3011,34,4.5,PERU,LAMBAYEQUE
13176,20100327,181453,20223006,-15.4289,-73.0399,51,5,PERU,AREQUIPA
13177,20100327,235019,20223006,-4.762,-80.73,50,5,PERU,PIURA
13178,20100327,235703,20223006,-15.5839,-74.7038,75,4.6,PERU,AREQUIPA
13179,20100328,010821,20223006,-10.5635,-78.7869,41,5.7,OCEANO,MAR
13180,20100328,020307,20223006,-4.9388,-80.8846,19,4.5,PERU,PIURA
13181,20100328,213023,20223006,-15.9688,-74.3614,20,4.6,OCEANO,MAR
13182,20100330,103153,20223006,-16.7941,-69.8958,195,4.9,PERU,PUNO
13183,20100330,154633,20223006,-15.6448,-71.0891,182,4.5,PERU,AREQUIPA
13184,20100330,232621,20223006,-5.5323,-77.1883,44,4.5,PERU,LORETO
13185,20100402,074539,20223006,-15.3246,-72.2612,124,4.6,PERU,AREQUIPA
13186,20100402,074814,20223006,-9.9242,-75.4886,118,4.5,PERU,HUANUCO
13187,20100402,232854,20223006,-15.1333,-76.0228,29,4.5,OCEANO,MAR
13188,20100404,020327,20223006,-10.704,-77.6586,35,4.7,PERU,LIMA
13189,20100404,055007,20223006,-10.3258,-78.3312,53,4.8,OCEANO,MAR
13190,20100405,180941,20223006,-14.2521,-75.7869,53,4.5,PERU,ICA
13191,20100405,184140,20223006,-4.0731,-75.7734,159,4.5,PERU,LORETO
13192,20100406,180108,20223006,-8.7498,-80.7895,47,4.5,OCEANO,MAR
13193,20100408,152301,20223006,-8.598,-77.0019,48,4.5,PERU,HUANUCO
13194,20100409,053712,20223006,-12.7862,-76.1264,94,4.6,PERU,LIMA
13195,20100410,042000,20223006,-4.6032,-76.9636,202,4.9,PERU,LORETO
13196,20100411,095751,20223006,-4.4075,-77.4908,30,4.5,PERU,LORETO
13197,20100412,055121,20223006,-4.0466,-77.5169,158,5.3,PERU,LORETO
13198,20100412,090835,20223006,-13.7182,-77.2473,16,4.6,OCEANO,MAR
13199,20100412,122632,20223006,-14.2241,-76.8327,33,4.8,OCEANO,MAR
13200,20100413,023021,20223006,-10.5463,-77.9695,77,4.8,OCEANO,MAR
13201,20100413,045228,20223006,-13.758,-75.8602,79,4.7,PERU,ICA
13202,20100414,230436,20223006,-10.9498,-77.2437,42,4.5,PERU,LIMA
13203,20100415,112156,20223006,-14.293,-76.6262,20,4.6,OCEANO,MAR
13204,20100415,120610,20223006,-10.195,-79.8051,26,4.5,OCEANO,MAR
13205,20100418,030426,20223006,-17.5293,-70.2018,139,4.8,PERU,TACNA
13206,20100418,105247,20223006,-13.5843,-77.0111,45,4.9,OCEANO,MAR
13207,20100419,161627,20223006,-8.432,-79.5199,57,4.7,OCEANO,MAR
13208,20100420,050832,20223006,-17.294,-69.3942,57,5,BOLIVIA,BOLIVIA
13209,20100420,075540,20223006,-12.3578,-77.2924,40,4.8,OCEANO,MAR
13210,20100420,182557,20223006,-14.5696,-76.2209,42,4.9,OCEANO,MAR
13211,20100421,160830,20223006,-6.2271,-76.9788,29,4.8,PERU,SAN MARTIN
13212,20100421,215835,20223006,-6.0589,-76.9439,19,4.7,PERU,SAN MARTIN
13213,20100422,232034,20223006,-15.4072,-73.6605,47,4.7,PERU,AYACUCHO
13214,20100423,101415,20223006,-18.6101,-69.9461,75,5.2,PERU,CHILE
13215,20100423,151736,20223006,-9.6977,-76.1966,167,4.9,PERU,HUANUCO
13216,20100424,011704,20223006,-18.5178,-70.5051,92,5,OCEANO,MAR
13217,20100425,035718,20223006,-3.5054,-77.9773,121,4.5,PERU,AMAZONAS
13218,20100425,143632,20223006,-6.5432,-80.9164,27,4.5,OCEANO,MAR
13219,20100425,230948,20223006,-6.8177,-72.8679,27,5.6,BRASIL,BRASIL
13220,20100426,005655,20223006,-17.1593,-69.3432,36,4.9,BOLIVIA,BOLIVIA
13221,20100426,044238,20223006,-16.2007,-73.8787,102,5.1,OCEANO,MAR
13222,20100426,073641,20223006,-13.6362,-76.3474,51,4.8,OCEANO,MAR
13223,20100426,174950,20223006,-12.7265,-76.9799,36,5,OCEANO,MAR
13224,20100426,233040,20223006,-8.4771,-75.7144,142,5.2,PERU,UCAYALI
13225,20100427,072416,20223006,-10.0254,-75.4167,58,4.6,PERU,PASCO
13226,20100427,195139,20223006,-16.0396,-73.9239,29,4.5,PERU,AREQUIPA
13227,20100502,032229,20223006,-13.2946,-75.0768,32,4.5,PERU,HUANCAVELICA
13228,20100502,192729,20223006,-7.1067,-75.4493,136,4.6,PERU,LORETO
13229,20100503,061237,20223006,-4.3918,-80.8877,28,4.9,PERU,PIURA
13230,20100504,145055,20223006,-12.995,-74.886,101,4.5,PERU,HUANCAVELICA
13231,20100506,024247,20223006,-18.3431,-71.2708,25,6.6,OCEANO,MAR
13232,20100506,025807,20223006,-18.2422,-71.1773,38,4.9,OCEANO,MAR
13233,20100506,063228,20223006,-18.2205,-71.2499,28,5,OCEANO,MAR
13234,20100506,145123,20223006,-18.4935,-71.4076,32,4.6,OCEANO,MAR
13235,20100506,223506,20223006,-7.8325,-76.3994,155,4.5,PERU,SAN MARTIN
13236,20100511,045703,20223006,-15.6636,-75.5713,37,4.6,OCEANO,MAR
13237,20100511,170415,20223006,-5.9669,-77.3138,92,4.5,PERU,SAN MARTIN
13238,20100512,232710,20223006,-13.666,-74.7961,103,4.5,PERU,HUANCAVELICA
13239,20100513,060004,20223006,-11.5764,-73.0169,57,4.7,PERU,CUSCO
13240,20100514,074942,20223006,-14.55,-73.4631,76,4.5,PERU,APURIMAC
13241,20100515,080805,20223006,-12.9184,-75.2479,84,4.8,PERU,HUANCAVELICA
13242,20100516,072830,20223006,-7.7381,-81.2263,28,4.5,OCEANO,MAR
13243,20100517,201924,20223006,-12.1944,-76.1268,108,4.5,PERU,LIMA
13244,20100519,041545,20223006,-5.6126,-77.786,122,6.3,PERU,AMAZONAS
13245,20100519,184255,20223006,-14.4833,-76.2774,11,4.7,OCEANO,MAR
13246,20100520,154315,20223006,-18.405,-70.707,35,4.8,OCEANO,MAR
13247,20100522,054812,20223006,-13.337,-69.746,595,4.6,PERU,PUNO
13248,20100522,123450,20223006,-14.4489,-76.2028,30,4.6,OCEANO,MAR
13249,20100522,220652,20223006,-13.3447,-76.599,61,4.9,OCEANO,MAR
13250,20100523,224649,20223006,-14.061,-74.6083,103,6.2,PERU,AYACUCHO
13251,20100524,013359,20223006,-17.234,-69.6495,206,4.9,PERU,PUNO
13252,20100524,030845,20223006,-15.7779,-72.2742,120,4.8,PERU,AREQUIPA
13253,20100524,161819,20223006,-8.5197,-72.3406,632,6.6,BRASIL,BRASIL
13254,20100524,203633,20223006,-14.4982,-76.2391,43,4.5,OCEANO,MAR
13255,20100525,170758,20223006,-14.5101,-76.2536,22,4.5,OCEANO,MAR
13256,20100527,011829,20223006,-8.079,-81.3885,31,4.7,OCEANO,MAR
13257,20100527,223808,20223006,-10.6847,-79.5064,55,4.9,OCEANO,MAR
13258,20100528,204005,20223006,-9.0006,-74.5924,189,4.6,PERU,UCAYALI
13259,20100529,121948,20223006,-16.6962,-73.2661,60,4.9,OCEANO,MAR
13260,20100529,161228,20223006,-14.5546,-75.4024,48,4.9,PERU,ICA
13261,20100529,175334,20223006,-7.7011,-81.6715,4,4.5,OCEANO,MAR
13262,20100529,175653,20223006,-3.4144,-78.3558,163,4.5,ECUADOR,ECUADOR
13263,20100530,084818,20223006,-15.4148,-73.5944,109,4.9,PERU,AREQUIPA
13264,20100603,200058,20223006,-11.1739,-80.2559,55,4.7,OCEANO,MAR
13265,20100604,080917,20223006,-15.402,-70.2206,190,5,PERU,PUNO
13266,20100604,193743,20223006,-13.7822,-74.7159,99,4.5,PERU,AYACUCHO
13267,20100605,041959,20223006,-16.9542,-72.7449,15,4.6,OCEANO,MAR
13268,20100605,171659,20223006,-5.075,-80.8811,5,4.5,PERU,PIURA
13269,20100606,031442,20223006,-16.2812,-72.9178,66,4.8,PERU,AREQUIPA
13270,20100606,161406,20223006,-11.1172,-79.5296,39,4.9,OCEANO,MAR
13271,20100606,190952,20223006,-16.5731,-74.1674,46,4.7,OCEANO,MAR
13272,20100608,005831,20223006,-12.8652,-75.4373,42,4.8,PERU,HUANCAVELICA
13273,20100608,041742,20223006,-9.1796,-79.4398,41,4.5,OCEANO,MAR
13274,20100608,042358,20223006,-15.79,-75.042,46,4.6,OCEANO,MAR
13275,20100608,063218,20223006,-17.5192,-72.8208,37,5.2,OCEANO,MAR
13276,20100609,035455,20223006,-15.1801,-71.0769,185,5.3,PERU,CUSCO
13277,20100610,025659,20223006,-12.9544,-75.1672,81,4.5,PERU,HUANCAVELICA
13278,20100610,222839,20223006,-15.6438,-71.1937,193,5,PERU,AREQUIPA
13279,20100613,155504,20223006,-7.713,-76.3389,166,4.5,PERU,SAN MARTIN
13280,20100616,144817,20223006,-16.2005,-72.8674,99,4.7,PERU,AREQUIPA
13281,20100616,145450,20223006,-8.2897,-81.8207,23,4.5,OCEANO,MAR
13282,20100619,025424,20223006,-16.3267,-73.9389,40,4.9,OCEANO,MAR
13283,20100621,005437,20223006,-14.6015,-75.8199,47,4.7,PERU,ICA
13284,20100623,023324,20223006,-17.311,-69.34,166,4.2,BOLIVIA,BOLIVIA
13285,20100623,105118,20223006,-15.877,-69.9556,232,4.7,PERU,PUNO
13286,20100625,002618,20223006,-15.8573,-72.784,26,4.5,PERU,AREQUIPA
13287,20100625,203909,20223006,-16.7686,-72.2435,45,4.5,PERU,AREQUIPA
13288,20100626,140809,20223006,-6.0932,-78.8207,36,4.5,PERU,CAJAMARCA
13289,20100626,172643,20223006,-12.1167,-70.9107,54,4.6,PERU,MADRE DE DIOS
13290,20100626,184013,20223006,-4.991,-77.826,114,5.4,PERU,AMAZONAS
13291,20100626,220240,20223006,-14.132,-74.6176,105,4.8,PERU,AYACUCHO
13292,20100626,220724,20223006,-10.1963,-80.0552,55,5.1,OCEANO,MAR
13293,20100627,062819,20223006,-16.2121,-73.9,48,4.6,OCEANO,MAR
13294,20100630,191223,20223006,-18.5687,-72.4931,41,4.5,OCEANO,MAR
13295,20100630,205909,20223006,-7.9727,-80.0785,49,4.5,OCEANO,MAR
13296,20100701,082438,20223006,-16.7934,-73.9243,23,4.7,OCEANO,MAR
13297,20100702,060633,20223006,-16.4304,-74.1707,53,4.5,OCEANO,MAR
13298,20100702,072818,20223006,-6.0153,-75.3375,102,4.9,PERU,LORETO
13299,20100704,065742,20223006,-8.3597,-80.628,47,5.9,OCEANO,MAR
13300,20100704,164325,20223006,-4.9954,-80.2754,36,4.6,PERU,PIURA
13301,20100704,172202,20223006,-15.7925,-75.2438,56,4.5,OCEANO,MAR
13302,20100704,210133,20223006,-9.76,-80.0001,24,5,OCEANO,MAR
13303,20100706,024746,20223006,-8.2836,-81.2553,44,5.3,OCEANO,MAR
13304,20100707,071547,20223006,-9.7581,-74.9178,124,4.5,PERU,PASCO
13305,20100707,231859,20223006,-15.749,-73.4285,90,4.6,PERU,AREQUIPA
13306,20100708,131006,20223006,-4.7642,-80.8084,28,4.5,PERU,PIURA
13307,20100711,083626,20223006,-15.1205,-73.6197,92,5.1,PERU,AYACUCHO
13308,20100711,103445,20223006,-9.321,-78.2435,78,4.6,PERU,ANCASH
13309,20100712,115750,20223006,-15.6913,-73.6381,55,4.5,PERU,AREQUIPA
13310,20100712,124449,20223006,-17.4178,-70.4121,107,5.1,PERU,TACNA
13311,20100713,063926,20223006,-17.6602,-73.5863,16,4.5,OCEANO,MAR
13312,20100713,072827,20223006,-9.6846,-74.8282,128,4.9,PERU,HUANUCO
13313,20100715,195033,20223006,-9.3549,-78.3717,56,4.6,PERU,ANCASH
13314,20100717,050637,20223006,-16.5137,-73.7629,41,4.9,OCEANO,MAR
13315,20100717,120339,20223006,-8.5537,-79.5318,61,4.5,OCEANO,MAR
13316,20100717,201800,20223006,-8.2441,-79.7865,55,4.5,OCEANO,MAR
13317,20100718,084820,20223006,-14.4512,-76.6696,11,4.7,OCEANO,MAR
13318,20100719,033955,20223006,-10.9758,-78.196,33,4.6,OCEANO,MAR
13319,20100722,031049,20223006,-16.3483,-75.1693,32,4.6,OCEANO,MAR
13320,20100724,095243,20223006,-12.9853,-76.0485,91,4.6,PERU,LIMA
13321,20100727,062819,20223006,-18.1268,-72.8374,49,4.5,OCEANO,MAR
13322,20100728,031325,20223006,-10.566,-75.1535,170,4.5,PERU,PASCO
13323,20100728,091444,20223006,-14.8076,-73.8266,100,4.5,PERU,AYACUCHO
13324,20100728,121015,20223006,-15.4728,-74.4384,34,4.6,PERU,AREQUIPA
13325,20100729,020136,20223006,-4.0336,-77.9758,50,4.5,PERU,AMAZONAS
13326,20100729,034652,20223006,-15.0796,-74.8183,56,4.7,PERU,ICA
13327,20100729,172308,20223006,-8.904,-75.7174,143,4.8,PERU,UCAYALI
13328,20100730,204355,20223006,-8.7576,-79.5351,57,4.5,OCEANO,MAR
13329,20100731,041659,20223006,-17.1531,-69.26,169,4.7,BOLIVIA,BOLIVIA
13330,20100731,083928,20223006,-9.1978,-75.261,153,4.5,PERU,UCAYALI
13331,20100802,003507,20223006,-8.59,-74.9504,194,4.9,PERU,UCAYALI
13332,20100802,011334,20223006,-4.6723,-80.8641,51,4.5,PERU,PIURA
13333,20100802,043507,20223006,-8.59,-74.9504,194,4.9,PERU,UCAYALI
13334,20100802,150108,20223006,-16.2503,-72.6345,42,4.5,PERU,AREQUIPA
13335,20100802,234538,20223006,-12.4643,-76.8026,59,4.5,OCEANO,MAR
13336,20100803,053257,20223006,-2.8342,-80.6813,12,4.8,OCEANO,MAR
13337,20100804,062902,20223006,-14.4205,-75.8459,59,4.5,PERU,ICA
13338,20100804,140225,20223006,-17.557,-69.83,129,4.4,PERU,TACNA
13339,20100805,045246,20223006,-17.7884,-70.9226,136,5.1,PERU,TACNA
13340,20100807,000047,20223006,-16.1124,-72.6941,55,4.5,PERU,AREQUIPA
13341,20100808,044830,20223006,-15.7522,-74.2485,31,4.5,PERU,AREQUIPA
13342,20100809,014039,20223006,-13.2987,-71.1519,19,4.7,PERU,CUSCO
13343,20100809,041557,20223006,-17.198,-72.5571,13,4.7,OCEANO,MAR
13344,20100809,144801,20223006,-15.0837,-74.5728,55,4.6,PERU,AYACUCHO
13345,20100809,231435,20223006,-9.888,-80.7581,26,4.7,OCEANO,MAR
13346,20100810,001707,20223006,-5.2186,-76.527,55,4.6,PERU,LORETO
13347,20100810,045240,20223006,-14.0727,-73.0863,60,5.3,PERU,APURIMAC
13348,20100810,142101,20223006,-6.2052,-75.1628,144,4.6,PERU,LORETO
13349,20100811,213621,20223006,-14.3044,-73.327,102,5.2,PERU,APURIMAC
13350,20100811,232326,20223006,-11.709,-76.1635,79,4.6,PERU,JUNIN
13351,20100812,012421,20223006,-12.2924,-72.7416,39,5.3,PERU,CUSCO
13352,20100812,091221,20223006,-8.6145,-79.1942,51,4.6,OCEANO,MAR
13353,20100812,130144,20223006,-10.1243,-75.3486,102,4.7,PERU,PASCO
13354,20100813,162741,20223006,-12.4024,-77.2049,21,4.5,OCEANO,MAR
13355,20100813,172158,20223006,-15.6649,-71.5242,108,4.5,PERU,AREQUIPA
13356,20100814,125634,20223006,-9.2499,-79.2217,37,4.5,OCEANO,MAR
13357,20100814,125635,20223006,-9.3432,-79.4064,71,4.5,OCEANO,MAR
13358,20100817,032255,20223006,-5.6959,-79.9184,64,5.5,PERU,LAMBAYEQUE
13359,20100818,053502,20223006,-17.9032,-73.7028,4,4.5,OCEANO,MAR
13360,20100819,025829,20223006,-10.1057,-75.3369,141,4.5,PERU,PASCO
13361,20100821,004719,20223006,-15.9619,-74.7824,43,4.7,OCEANO,MAR
13362,20100821,124041,20223006,-14.2933,-76.4549,30,4.9,OCEANO,MAR
13363,20100822,061345,20223006,-4.8943,-81.0389,30,4.9,PERU,PIURA
13364,20100824,134749,20223006,-17.8514,-71.7576,14,4.7,OCEANO,MAR
13365,20100824,184807,20223006,-14.4384,-72.9688,115,4.5,PERU,APURIMAC
13366,20100825,033330,20223006,-12.6861,-73.4358,1,4.5,PERU,CUSCO
13367,20100825,081746,20223006,-14.1278,-74.5132,101,4.5,PERU,AYACUCHO
13368,20100825,203111,20223006,-2.6154,-80.8643,43,4.8,OCEANO,MAR
13369,20100826,191515,20223006,-13.8293,-75.9804,59,4.6,PERU,ICA
13370,20100827,044055,20223006,-7.5497,-75.2678,146,5.5,PERU,LORETO
13371,20100827,083857,20223006,-16.1321,-73.7491,39,4.9,PERU,AREQUIPA
13372,20100827,131307,20223006,-14.9522,-72.0285,125,4.5,PERU,AREQUIPA
13373,20100828,111126,20223006,-6.7412,-74.303,131,4.7,PERU,LORETO
13374,20100829,001139,20223006,-14.3628,-76.07,41,4.5,PERU,ICA
13375,20100829,013519,20223006,-16.8318,-75.014,22,4.7,OCEANO,MAR
13376,20100829,020532,20223006,-15.4528,-75.4443,18,4.5,OCEANO,MAR
13377,20100829,061746,20223006,-14.3806,-72.6323,43,4.7,PERU,APURIMAC
13378,20100829,080632,20223006,-12.9299,-73.8211,55,4.7,PERU,AYACUCHO
13379,20100831,034838,20223006,-8.6776,-76.2843,131,4.6,PERU,HUANUCO
13380,20100901,011206,20223006,-10.7319,-74.8674,173,4.8,PERU,JUNIN
13381,20100901,135626,20223006,-4.1424,-80.9458,14,4.9,PERU,TUMBES
13382,20100902,035912,20223006,-8.5968,-74.8762,131,4.6,PERU,UCAYALI
13383,20100902,132803,20223006,-6.4215,-76.0846,22,5.3,PERU,SAN MARTIN
13384,20100903,195814,20223006,-15.9413,-75.2105,17,4.7,OCEANO,MAR
13385,20100904,020907,20223006,-14.6215,-76.3536,20,4.8,OCEANO,MAR
13386,20100904,021003,20223006,-14.7817,-76.4279,23,4.9,OCEANO,MAR
13387,20100904,074921,20223006,-14.9984,-75.6743,53,5.1,OCEANO,MAR
13388,20100904,075020,20223006,-7.4194,-74.7025,169,5.3,PERU,LORETO
13389,20100904,112959,20223006,-14.4777,-76.3947,24,5.5,OCEANO,MAR
13390,20100905,104959,20223006,-15.1607,-73.0376,92,4.5,PERU,AREQUIPA
13391,20100906,025543,20223006,-14.6783,-76.3978,12,4.7,OCEANO,MAR
13392,20100906,035109,20223006,-14.6595,-76.3733,15,4.6,OCEANO,MAR
13393,20100907,042322,20223006,-3.5482,-76.4977,136,4.8,PERU,LORETO
13394,20100908,040139,20223006,-15.4723,-75.5197,39,4.5,OCEANO,MAR
13395,20100908,144726,20223006,-17.9184,-69.8096,217,5.2,PERU,TACNA
13396,20100909,020051,20223006,-15.0075,-72.5228,134,4.8,PERU,AREQUIPA
13397,20100909,212559,20223006,-4.8388,-81.0882,56,4.6,PERU,PIURA
13398,20100910,022144,20223006,-6.93,-79.4024,85,4.7,PERU,LAMBAYEQUE
13399,20100911,013319,20223006,-17.0495,-73.5923,37,4.5,OCEANO,MAR
13400,20100911,185521,20223006,-4.4829,-80.8497,15,5.4,PERU,PIURA
13401,20100911,203331,20223006,-14.9806,-72.222,127,4.5,PERU,AREQUIPA
13402,20100912,081429,20223006,-13.0496,-73.9784,74,4.5,PERU,AYACUCHO
13403,20100913,011131,20223006,-10.194,-77.0508,108,4.5,PERU,ANCASH
13404,20100913,071545,20223006,-14.6785,-71.1999,193,6.1,PERU,CUSCO
13405,20100915,171340,20223006,-14.7284,-75.9617,42,4.5,OCEANO,MAR
13406,20100916,023343,20223006,-12.1619,-72.6587,27,4.6,PERU,CUSCO
13407,20100916,075514,20223006,-3.337,-80.2322,55,4.5,OCEANO,MAR
13408,20100917,061433,20223006,-11.3688,-77.8248,75,4.5,OCEANO,MAR
13409,20100917,155512,20223006,-15.8664,-72.3602,91,4.6,PERU,AREQUIPA
13410,20100917,180858,20223006,-15.1594,-75.9062,17,4.8,OCEANO,MAR
13411,20100918,024730,20223006,-14.3171,-74.3628,127,4.5,PERU,AYACUCHO
13412,20100919,171900,20223006,-17.0722,-69.3281,176,4.6,BOLIVIA,BOLIVIA
13413,20100920,025435,20223006,-16.8413,-72.1162,49,4.5,PERU,AREQUIPA
13414,20100920,070645,20223006,-9.6853,-75.4215,76,4.9,PERU,HUANUCO
13415,20100921,145946,20223006,-16.9526,-73.0482,42,4.5,OCEANO,MAR
13416,20100922,022555,20223006,-8.6499,-77.7868,83,4.6,PERU,ANCASH
13417,20100922,073457,20223006,-15.9783,-71.5582,162,4.7,PERU,AREQUIPA
13418,20100922,080012,20223006,-13.4618,-76.4597,61,6.1,OCEANO,MAR
13419,20100922,190145,20223006,-2.81,-77.622,75,4,ECUADOR,ECUADOR
13420,20100922,210251,20223006,-15.0526,-73.6256,88,4.5,PERU,AYACUCHO
13421,20100922,210252,20223006,-14.9948,-73.6559,88,4.5,PERU,AYACUCHO
13422,20100923,000246,20223006,-15.9174,-75.8141,32,5.3,OCEANO,MAR
13423,20100923,001824,20223006,-15.7363,-75.6942,25,4.5,OCEANO,MAR
13424,20100923,002626,20223006,-16.1307,-75.8178,12,5.1,OCEANO,MAR
13425,20100923,114530,20223006,-15.9918,-75.6808,14,4.7,OCEANO,MAR
13426,20100924,174815,20223006,-14.9252,-73.6733,103,4.5,PERU,AYACUCHO
13427,20100924,190128,20223006,-7.8286,-74.5501,144,5.8,PERU,UCAYALI
13428,20100926,144214,20223006,-5.5513,-76.4029,150,4.5,PERU,LORETO
13429,20100926,155253,20223006,-7.2561,-79.9948,62,4.6,OCEANO,MAR
13430,20100926,234458,20223006,-5.6524,-77.3351,77,4.5,PERU,SAN MARTIN
13431,20100927,004541,20223006,-18.7995,-70.6713,0,5,OCEANO,MAR
13432,20100927,052337,20223006,-14.972,-73.6132,102,4.7,PERU,AYACUCHO
13433,20100927,080507,20223006,-9.9881,-78.9544,50,4.5,OCEANO,MAR
13434,20100927,162011,20223006,-14.3603,-76.3037,30,4.5,OCEANO,MAR
13435,20100927,203525,20223006,-14.8544,-76.0005,19,5.2,OCEANO,MAR
13436,20100928,125355,20223006,-15.0889,-76.1478,13,4.9,OCEANO,MAR
13437,20100929,003907,20223006,-14.5329,-76.415,24,4.5,OCEANO,MAR
13438,20100929,130558,20223006,-11.6399,-73.2424,6,4.6,PERU,CUSCO
13439,20100929,145616,20223006,-14.8794,-76.0493,17,4.9,OCEANO,MAR
13440,20100930,020818,20223006,-15.0497,-76.1056,32,4.8,OCEANO,MAR
13441,20100930,085308,20223006,-10.6636,-76.6867,102,4.5,PERU,LIMA
13442,20100930,233032,20223006,-8.4389,-72.0492,697,5.3,BRASIL,BRASIL
13443,20101002,024108,20223006,-15.5889,-75.5568,44,4.5,OCEANO,MAR
13444,20101002,034852,20223006,-16.5119,-73.8809,2,4.8,OCEANO,MAR
13445,20101002,134356,20223006,-14.9963,-75.9488,47,4.5,OCEANO,MAR
13446,20101002,145401,20223006,-4.2331,-76.4084,76,5.2,PERU,LORETO
13447,20101002,172301,20223006,-14.8683,-75.926,50,4.7,OCEANO,MAR
13448,20101003,053335,20223006,-14.795,-76.0498,18,4.8,OCEANO,MAR
13449,20101003,081835,20223006,-15.5681,-75.3464,15,4.8,OCEANO,MAR
13450,20101004,051125,20223006,-14.9986,-75.9735,46,5.3,OCEANO,MAR
13451,20101004,223129,20223006,-15.0209,-76.3036,9,4.8,OCEANO,MAR
13452,20101005,002100,20223006,-15.0216,-76.0229,44,5.3,OCEANO,MAR
13453,20101005,002216,20223006,-15.0799,-76.6248,28,5,OCEANO,MAR
13454,20101005,060113,20223006,-15.2283,-76.3909,13,4.8,OCEANO,MAR
13455,20101005,180525,20223006,-16.4025,-73.1264,50,4.5,PERU,AREQUIPA
13456,20101006,032559,20223006,-14.5765,-73.5748,107,4.5,PERU,AYACUCHO
13457,20101006,050811,20223006,-14.712,-75.9912,13,4.7,OCEANO,MAR
13458,20101006,071841,20223006,-2.831,-77.6689,142,4.5,ECUADOR,ECUADOR
13459,20101007,041822,20223006,-16.1132,-70.5985,143,4.8,PERU,MOQUEGUA
13460,20101007,053246,20223006,-16.3206,-71.8761,93,4.5,PERU,AREQUIPA
13461,20101008,025727,20223006,-14.9086,-76.1071,42,4.5,OCEANO,MAR
13462,20101008,182851,20223006,-5.3399,-77.2596,58,4.5,PERU,LORETO
13463,20101009,140446,20223006,-2.6941,-77.4344,111,5.6,ECUADOR,ECUADOR
13464,20101010,013335,20223006,-17.874,-70.3461,89,4.5,PERU,TACNA
13465,20101010,040751,20223006,-5.9688,-81.1633,31,4.7,OCEANO,MAR
13466,20101011,075214,20223006,-14.8447,-73.3281,32,4.6,PERU,AYACUCHO
13467,20101011,174625,20223006,-14.3774,-75.6646,37,4.5,PERU,ICA
13468,20101011,174847,20223006,-9.1206,-75.3557,142,4.5,PERU,UCAYALI
13469,20101014,065246,20223006,-16.7106,-74.5888,10,4.5,OCEANO,MAR
13470,20101015,074217,20223006,-15.3642,-75.2463,30,4.5,OCEANO,MAR
13471,20101015,164042,20223006,-16.2644,-73.8026,40,4.6,OCEANO,MAR
13472,20101015,231800,20223006,-7.3169,-81.0798,20,4.7,OCEANO,MAR
13473,20101015,231804,20223006,-6.9808,-80.8508,29,4.5,OCEANO,MAR
13474,20101016,051224,20223006,-3.095,-81.1216,12,4.9,OCEANO,MAR
13475,20101016,074212,20223006,-11.3741,-76.1517,150,4.5,PERU,JUNIN
13476,20101016,171237,20223006,-7.9029,-74.3843,39,4.6,PERU,UCAYALI
13477,20101017,082750,20223006,-11.8705,-72.4537,164,5.5,PERU,CUSCO
13478,20101017,091533,20223006,-10.4848,-78.5182,81,4.9,OCEANO,MAR
13479,20101019,034851,20223006,-10.7623,-78.0809,46,4.6,OCEANO,MAR
13480,20101019,102015,20223006,-4.4973,-81.545,49,4.6,OCEANO,MAR
13481,20101019,230050,20223006,-16.9913,-69.3426,176,4.5,BOLIVIA,BOLIVIA
13482,20101020,130323,20223006,-14.194,-73.0105,98,4.5,PERU,APURIMAC
13483,20101022,002936,20223006,-10.2428,-79.1061,43,4.8,OCEANO,MAR
13484,20101022,082623,20223006,-18.3815,-71.4717,26,4.9,OCEANO,MAR
13485,20101022,151805,20223006,-8.3404,-80.3279,21,4.5,OCEANO,MAR
13486,20101023,124311,20223006,-17.867,-71.4629,28,4.7,OCEANO,MAR
13487,20101024,102346,20223006,-16.0564,-72.6405,167,4.5,PERU,AREQUIPA
13488,20101026,182438,20223006,-8.3088,-80.5095,44,4.9,OCEANO,MAR
13489,20101026,185519,20223006,-7.2993,-81.4656,51,5.2,OCEANO,MAR
13490,20101027,124040,20223006,-16.2257,-70.1003,198,4.7,PERU,PUNO
13491,20101028,204538,20223006,-10.5259,-78.2804,34,4.6,OCEANO,MAR
13492,20101030,095350,20223006,-7.5762,-70.9568,429,5.1,BRASIL,BRASIL
13493,20101101,004058,20223006,-10.9357,-77.3764,46,4.7,PERU,LIMA
13494,20101103,104519,20223006,-13.8001,-76.567,48,5.3,OCEANO,MAR
13495,20101105,064509,20223006,-10.9156,-74.2057,200,4.5,PERU,UCAYALI
13496,20101105,222802,20223006,-15.8663,-75.4631,40,4.7,OCEANO,MAR
13497,20101106,102855,20223006,-17.04,-72.657,54,4.1,OCEANO,MAR
13498,20101106,121548,20223006,-18.4301,-69.8834,153,5.5,PERU,CHILE
13499,20101106,155200,20223006,-8.2929,-75.0586,13,4.8,PERU,UCAYALI
